"DTSTART","DTEND","DURATION","DTSTAMP","SUMMARY","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"2013-08-02T09:00:00","2013-08-02T11:30:00","","2013-08-02T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-08-02T09:00:00/2013-08-02T11:30:00@president-office.g0v.tw","","","","",""
"2013-08-01T09:00:00","2013-08-01T11:30:00","","2013-08-01T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-08-01T09:00:00/2013-08-01T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-31T09:00:00","2013-07-31T11:30:00","","2013-07-31T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-31T09:00:00/2013-07-31T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-30T09:00:00","2013-07-30T11:30:00","","2013-07-30T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-30T09:00:00/2013-07-30T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-29T09:00:00","2013-07-29T11:30:00","","2013-07-29T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-29T09:00:00/2013-07-29T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-26T09:00:00","2013-07-26T11:30:00","","2013-07-26T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-26T09:00:00/2013-07-26T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-25T09:00:00","2013-07-25T11:30:00","","2013-07-25T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-25T09:00:00/2013-07-25T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-24T09:00:00","2013-07-24T11:30:00","","2013-07-24T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-24T09:00:00/2013-07-24T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-23T09:00:00","2013-07-23T11:30:00","","2013-07-23T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-23T09:00:00/2013-07-23T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-22T09:00:00","2013-07-22T11:30:00","","2013-07-22T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-22T09:00:00/2013-07-22T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-19T09:00:00","2013-07-19T11:30:00","","2013-07-19T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-19T09:00:00/2013-07-19T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-18T09:00:00","2013-07-18T11:30:00","","2013-07-18T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-18T09:00:00/2013-07-18T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-17T09:00:00","2013-07-17T11:30:00","","2013-07-17T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-17T09:00:00/2013-07-17T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-16T09:00:00","2013-07-16T11:30:00","","2013-07-16T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-16T09:00:00/2013-07-16T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-15T09:00:00","2013-07-15T11:30:00","","2013-07-15T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-15T09:00:00/2013-07-15T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-12T09:00:00","2013-07-12T11:30:00","","2013-07-12T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-12T09:00:00/2013-07-12T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-11T09:00:00","2013-07-11T11:30:00","","2013-07-11T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-11T09:00:00/2013-07-11T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-10T09:00:00","2013-07-10T11:30:00","","2013-07-10T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-10T09:00:00/2013-07-10T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-09T09:00:00","2013-07-09T11:30:00","","2013-07-09T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-09T09:00:00/2013-07-09T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-08T09:00:00","2013-07-08T11:30:00","","2013-07-08T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-08T09:00:00/2013-07-08T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-05T09:00:00","2013-07-05T11:30:00","","2013-07-05T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-05T09:00:00/2013-07-05T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-04T09:00:00","2013-07-04T11:30:00","","2013-07-04T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-04T09:00:00/2013-07-04T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-03T09:00:00","2013-07-03T11:30:00","","2013-07-03T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-03T09:00:00/2013-07-03T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-02T09:00:00","2013-07-02T11:30:00","","2013-07-02T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-02T09:00:00/2013-07-02T11:30:00@president-office.g0v.tw","","","","",""
"2013-07-01T09:00:00","2013-07-01T11:30:00","","2013-07-01T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-07-01T09:00:00/2013-07-01T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-28T09:00:00","2013-06-28T11:30:00","","2013-06-28T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-28T09:00:00/2013-06-28T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-27T09:00:00","2013-06-27T11:30:00","","2013-06-27T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-27T09:00:00/2013-06-27T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-26T09:00:00","2013-06-26T11:30:00","","2013-06-26T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-26T09:00:00/2013-06-26T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-25T09:00:00","2013-06-25T11:30:00","","2013-06-25T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-25T09:00:00/2013-06-25T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-24T09:00:00","2013-06-24T11:30:00","","2013-06-24T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-24T09:00:00/2013-06-24T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-21T09:00:00","2013-06-21T11:30:00","","2013-06-21T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-21T09:00:00/2013-06-21T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-20T09:00:00","2013-06-20T11:30:00","","2013-06-20T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-20T09:00:00/2013-06-20T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-19T09:00:00","2013-06-19T11:30:00","","2013-06-19T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-19T09:00:00/2013-06-19T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-18T09:00:00","2013-06-18T11:30:00","","2013-06-18T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-18T09:00:00/2013-06-18T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-17T09:00:00","2013-06-17T11:30:00","","2013-06-17T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-17T09:00:00/2013-06-17T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-14T09:00:00","2013-06-14T11:30:00","","2013-06-14T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-14T09:00:00/2013-06-14T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-13T09:00:00","2013-06-13T11:30:00","","2013-06-13T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-13T09:00:00/2013-06-13T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-11T09:00:00","2013-06-11T11:30:00","","2013-06-11T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-11T09:00:00/2013-06-11T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-10T09:00:00","2013-06-10T11:30:00","","2013-06-10T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-10T09:00:00/2013-06-10T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-07T09:00:00","2013-06-07T11:30:00","","2013-06-07T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-07T09:00:00/2013-06-07T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-06T09:00:00","2013-06-06T11:30:00","","2013-06-06T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-06T09:00:00/2013-06-06T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-05T09:00:00","2013-06-05T11:30:00","","2013-06-05T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-05T09:00:00/2013-06-05T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-04T09:00:00","2013-06-04T11:30:00","","2013-06-04T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-04T09:00:00/2013-06-04T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-03T09:00:00","2013-06-03T11:30:00","","2013-06-03T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-03T09:00:00/2013-06-03T11:30:00@president-office.g0v.tw","","","","",""
"2013-06-01T08:00:00","2013-06-01T16:00:00","","2013-06-01T08:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-06-01T08:00:00/2013-06-01T16:00:00@president-office.g0v.tw","","","","",""
"2013-05-31T09:00:00","2013-05-31T11:30:00","","2013-05-31T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-31T09:00:00/2013-05-31T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-30T09:00:00","2013-05-30T11:30:00","","2013-05-30T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-30T09:00:00/2013-05-30T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-29T09:00:00","2013-05-29T11:30:00","","2013-05-29T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-29T09:00:00/2013-05-29T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-27T09:00:00","2013-05-27T11:30:00","","2013-05-27T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-27T09:00:00/2013-05-27T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-24T09:00:00","2013-05-24T11:30:00","","2013-05-24T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-24T09:00:00/2013-05-24T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-23T09:00:00","2013-05-23T11:30:00","","2013-05-23T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-23T09:00:00/2013-05-23T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-22T09:00:00","2013-05-22T11:30:00","","2013-05-22T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-22T09:00:00/2013-05-22T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-21T09:00:00","2013-05-21T11:30:00","","2013-05-21T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-21T09:00:00/2013-05-21T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-20T09:00:00","2013-05-20T11:30:00","","2013-05-20T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-20T09:00:00/2013-05-20T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-17T09:00:00","2013-05-17T11:30:00","","2013-05-17T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-17T09:00:00/2013-05-17T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-16T09:00:00","2013-05-16T11:30:00","","2013-05-16T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-16T09:00:00/2013-05-16T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-15T09:00:00","2013-05-15T11:30:00","","2013-05-15T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-15T09:00:00/2013-05-15T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-14T09:00:00","2013-05-14T11:30:00","","2013-05-14T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-14T09:00:00/2013-05-14T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-13T09:00:00","2013-05-13T11:30:00","","2013-05-13T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-13T09:00:00/2013-05-13T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-12T08:00:00","2013-05-12T16:00:00","","2013-05-12T08:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-12T08:00:00/2013-05-12T16:00:00@president-office.g0v.tw","","","","",""
"2013-05-10T09:00:00","2013-05-10T11:30:00","","2013-05-10T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-10T09:00:00/2013-05-10T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-09T09:00:00","2013-05-09T11:30:00","","2013-05-09T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-09T09:00:00/2013-05-09T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-08T09:00:00","2013-05-08T11:30:00","","2013-05-08T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-08T09:00:00/2013-05-08T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-07T09:00:00","2013-05-07T11:30:00","","2013-05-07T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-07T09:00:00/2013-05-07T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-06T09:00:00","2013-05-06T11:30:00","","2013-05-06T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-06T09:00:00/2013-05-06T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-03T09:00:00","2013-05-03T11:30:00","","2013-05-03T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-03T09:00:00/2013-05-03T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-02T09:00:00","2013-05-02T11:30:00","","2013-05-02T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-02T09:00:00/2013-05-02T11:30:00@president-office.g0v.tw","","","","",""
"2013-05-01T09:00:00","2013-05-01T11:30:00","","2013-05-01T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-05-01T09:00:00/2013-05-01T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-30T09:00:00","2013-04-30T11:30:00","","2013-04-30T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-30T09:00:00/2013-04-30T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-29T09:00:00","2013-04-29T11:30:00","","2013-04-29T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-29T09:00:00/2013-04-29T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-26T09:00:00","2013-04-26T11:30:00","","2013-04-26T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-26T09:00:00/2013-04-26T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-25T09:00:00","2013-04-25T11:30:00","","2013-04-25T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-25T09:00:00/2013-04-25T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-24T09:00:00","2013-04-24T11:30:00","","2013-04-24T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-24T09:00:00/2013-04-24T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-23T09:00:00","2013-04-23T11:30:00","","2013-04-23T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-23T09:00:00/2013-04-23T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-22T09:00:00","2013-04-22T11:30:00","","2013-04-22T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-22T09:00:00/2013-04-22T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-19T09:00:00","2013-04-19T11:30:00","","2013-04-19T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-19T09:00:00/2013-04-19T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-18T09:00:00","2013-04-18T11:30:00","","2013-04-18T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-18T09:00:00/2013-04-18T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-17T09:00:00","2013-04-17T11:30:00","","2013-04-17T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-17T09:00:00/2013-04-17T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-16T09:00:00","2013-04-16T11:30:00","","2013-04-16T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-16T09:00:00/2013-04-16T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-15T09:00:00","2013-04-15T11:30:00","","2013-04-15T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-15T09:00:00/2013-04-15T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-13T08:00:00","2013-04-13T16:00:00","","2013-04-13T08:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-13T08:00:00/2013-04-13T16:00:00@president-office.g0v.tw","","","","",""
"2013-04-12T09:00:00","2013-04-12T11:30:00","","2013-04-12T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-12T09:00:00/2013-04-12T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-11T09:00:00","2013-04-11T11:30:00","","2013-04-11T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-11T09:00:00/2013-04-11T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-10T09:00:00","2013-04-10T11:30:00","","2013-04-10T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-10T09:00:00/2013-04-10T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-09T09:00:00","2013-04-09T11:30:00","","2013-04-09T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-09T09:00:00/2013-04-09T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-08T09:00:00","2013-04-08T11:30:00","","2013-04-08T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-08T09:00:00/2013-04-08T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-03T09:00:00","2013-04-03T11:30:00","","2013-04-03T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-03T09:00:00/2013-04-03T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-02T09:00:00","2013-04-02T11:30:00","","2013-04-02T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-02T09:00:00/2013-04-02T11:30:00@president-office.g0v.tw","","","","",""
"2013-04-01T09:00:00","2013-04-01T11:30:00","","2013-04-01T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-04-01T09:00:00/2013-04-01T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-29T09:00:00","2013-03-29T11:30:00","","2013-03-29T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-29T09:00:00/2013-03-29T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-28T09:00:00","2013-03-28T11:30:00","","2013-03-28T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-28T09:00:00/2013-03-28T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-27T09:00:00","2013-03-27T11:30:00","","2013-03-27T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-27T09:00:00/2013-03-27T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-26T09:00:00","2013-03-26T11:30:00","","2013-03-26T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-26T09:00:00/2013-03-26T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-25T09:00:00","2013-03-25T11:30:00","","2013-03-25T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-25T09:00:00/2013-03-25T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-22T09:00:00","2013-03-22T11:30:00","","2013-03-22T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-22T09:00:00/2013-03-22T11:30:00@president-office.g0v.tw","","","","",""
"2013-03-21T09:00:00","2013-03-21T11:30:00","","2013-03-21T09:00:00+00:00","總統府開放參觀（入口報到處：博愛路、寶慶路口）","2013-03-21T09:00:00/2013-03-21T11:30:00@president-office.g0v.tw","","","","",""
